SeniorCitizen,tenure,MonthlyCharges,EstimatedTotalSpend,NumActiveServices,AvgMonthlyChargePerService,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,TenureGroup_Established,TenureGroup_Loyal,TenureGroup_Veteran,Churn
0,2,43,86,1,21.5,0,0,0,0,1,0,0,0,0,0,1
0,58,67,3886,3,16.75,0,1,1,1,0,0,1,0,0,1,0
0,1,89,89,3,22.25,1,0,1,1,0,0,1,0,0,0,0
1,45,86,3870,2,28.666666666666668,0,0,1,0,0,1,0,0,1,0,0
0,1,50,50,2,16.666666666666668,1,0,1,0,1,0,0,0,0,0,1
1,8,43,344,1,21.5,1,0,0,0,0,0,0,0,0,0,0
0,22,90,1980,2,30.0,0,0,1,0,0,0,0,1,0,0,1
0,66,116,7656,2,38.666666666666664,1,0,1,0,0,0,0,0,0,1,0
0,8,74,592,2,24.666666666666668,1,0,1,0,1,1,0,0,0,0,1
0,72,106,7632,3,26.5,1,1,1,1,1,1,0,0,0,1,0
0,47,64,3008,2,21.333333333333332,0,1,1,0,0,1,0,0,1,0,0
0,4,72,288,2,24.0,1,0,1,0,0,1,0,0,0,0,1
0,29,79,2291,2,26.333333333333332,0,0,1,0,0,0,0,0,1,0,1
0,72,116,8352,2,38.666666666666664,0,0,1,0,0,0,0,0,0,1,0
0,16,85,1360,2,28.333333333333332,0,0,1,0,0,0,0,1,0,0,1
0,2,80,160,3,20.0,1,0,1,1,0,0,1,0,0,0,0
0,68,71,4828,2,23.666666666666668,1,0,1,0,0,0,0,0,0,1,0
1,33,25,825,2,8.333333333333334,1,0,1,0,1,0,0,0,1,0,0
0,61,19,1159,3,4.75,0,1,1,1,1,0,0,0,0,1,1
0,23,79,1817,2,26.333333333333332,0,0,1,0,0,1,0,1,0,0,1
0,19,49,931,3,12.25,1,1,1,1,1,1,0,1,0,0,0
0,13,41,533,1,20.5,1,1,0,0,1,0,0,1,0,0,0
0,21,86,1806,2,28.666666666666668,0,0,1,0,0,0,0,1,0,0,1
1,62,105,6510,3,26.25,0,0,1,1,1,0,0,0,0,1,0
0,29,25,725,2,8.333333333333334,0,0,1,0,0,0,1,0,1,0,0
0,38,101,3838,2,33.666666666666664,1,1,1,0,0,0,1,0,1,0,0
1,31,74,2294,3,18.5,0,0,1,1,1,0,0,0,1,0,1
0,1,44,44,2,14.666666666666666,0,0,1,0,0,0,1,0,0,0,1
0,71,66,4686,3,16.5,1,1,1,1,1,0,0,0,0,1,0
0,4,20,80,2,6.666666666666667,1,1,1,0,1,0,0,0,0,0,0
0,4,64,256,3,16.0,0,0,1,1,1,0,0,0,0,0,0
0,69,99,6831,2,33.0,0,0,1,0,0,0,0,0,0,1,0
0,64,81,5184,2,27.0,1,0,1,0,0,1,0,0,0,1,0
0,60,79,4740,2,26.333333333333332,1,0,1,0,0,1,0,0,0,1,0
0,63,105,6615,3,26.25,1,0,1,1,1,1,0,0,0,1,0
0,35,19,665,3,4.75,1,0,1,1,1,0,0,0,1,0,0
1,17,76,1292,2,25.333333333333332,1,0,1,0,0,0,1,1,0,0,1
0,63,97,6111,3,24.25,0,0,1,1,1,1,0,0,0,1,0
1,19,66,1254,3,16.5,1,0,1,1,1,0,0,1,0,0,0
0,21,111,2331,2,37.0,1,0,1,0,0,0,0,1,0,0,1
1,57,95,5415,2,31.666666666666668,0,1,1,0,0,0,0,0,0,1,0
0,8,50,400,3,12.5,1,0,1,1,1,0,0,0,0,0,0
0,6,21,126,2,7.0,1,0,1,0,1,0,0,0,0,0,0
0,66,61,4026,1,30.5,0,0,0,0,0,1,0,0,0,1,0
0,63,76,4788,3,19.0,0,1,1,1,1,0,1,0,0,1,0
0,28,92,2576,3,23.0,1,1,1,1,0,0,0,0,1,0,0
0,23,75,1725,2,25.0,0,0,1,0,0,0,0,1,0,0,0
0,29,20,580,2,6.666666666666667,0,0,1,0,0,0,0,0,1,0,0
1,18,81,1458,2,27.0,1,0,1,0,0,0,0,1,0,0,0
0,53,46,2438,1,23.0,1,0,0,0,1,0,0,0,0,1,0
0,10,70,700,3,17.5,0,1,1,1,0,0,0,0,0,0,0
0,39,50,1950,2,16.666666666666668,1,0,1,0,0,0,0,0,1,0,0
0,17,75,1275,2,25.0,0,0,1,0,0,0,1,1,0,0,0
0,37,91,3367,3,22.75,1,1,1,1,1,0,0,0,1,0,0
0,33,20,660,2,6.666666666666667,0,1,1,0,0,0,1,0,1,0,0
0,19,89,1691,2,29.666666666666668,0,1,1,0,1,1,0,1,0,0,0
0,7,61,427,3,15.25,0,0,1,1,0,0,1,0,0,0,0
0,9,73,657,3,18.25,0,1,1,1,1,1,0,0,0,0,1
1,59,64,3776,2,21.333333333333332,1,0,0,1,0,0,0,0,0,1,0
0,55,104,5720,2,34.666666666666664,0,1,1,0,0,0,0,0,0,1,0
0,4,94,376,2,31.333333333333332,0,0,1,0,0,0,0,0,0,0,1
0,57,21,1197,3,5.25,1,1,1,1,1,0,0,0,0,1,0
0,68,115,7820,3,28.75,0,0,1,1,1,0,0,0,0,1,0
0,64,74,4736,2,24.666666666666668,0,0,1,0,0,0,0,0,0,1,0
0,72,103,7416,2,34.333333333333336,0,1,1,0,0,0,1,0,0,1,0
1,8,84,672,2,28.0,0,0,1,0,0,0,0,0,0,0,1
0,1,46,46,2,15.333333333333334,1,0,1,0,0,0,1,0,0,0,0
0,69,95,6555,2,31.666666666666668,1,1,1,0,0,0,0,0,0,1,0
0,56,80,4480,3,20.0,0,0,1,1,1,0,0,0,0,1,0
0,9,65,585,2,21.666666666666668,1,0,1,0,0,1,0,0,0,0,0
0,59,80,4720,3,20.0,0,0,1,1,1,0,0,0,0,1,0
0,12,80,960,2,26.666666666666668,0,0,1,0,1,0,0,0,0,0,0
0,4,85,340,3,21.25,1,1,1,1,1,0,0,0,0,0,1
1,3,70,210,3,17.5,0,0,1,1,0,1,0,0,0,0,1
0,1,51,51,2,17.0,1,0,1,0,0,0,0,0,0,0,0
0,29,99,2871,2,33.0,1,0,1,0,0,0,0,0,1,0,0
0,71,84,5964,2,28.0,0,0,1,0,1,0,0,0,0,1,0
0,23,58,1334,2,19.333333333333332,0,1,1,0,0,1,0,1,0,0,0
0,6,26,156,2,8.666666666666666,1,1,1,0,0,0,0,0,0,0,0
0,37,19,703,2,6.333333333333333,0,1,1,0,0,1,0,0,1,0,0
0,24,74,1776,3,18.5,1,0,1,1,1,0,1,1,0,0,0
0,49,101,4949,3,25.25,0,0,1,1,0,1,0,0,0,1,0
0,11,96,1056,3,24.0,0,0,1,1,1,0,0,0,0,0,1
0,44,100,4400,2,33.333333333333336,1,0,1,0,1,1,0,0,1,0,0
0,11,25,275,3,6.25,0,0,1,1,0,0,1,0,0,0,0
0,43,29,1247,2,9.666666666666666,1,1,0,1,1,1,0,0,1,0,0
0,1,51,51,3,12.75,0,0,1,1,0,0,1,0,0,0,1
0,23,24,552,3,6.0,0,1,1,1,1,0,0,1,0,0,0
1,25,70,1750,2,23.333333333333332,0,0,1,0,0,0,1,0,1,0,0
1,14,75,1050,3,18.75,1,0,1,1,1,0,0,1,0,0,0
0,10,80,800,2,26.666666666666668,0,0,1,0,0,0,0,0,0,0,1
0,27,81,2187,2,27.0,1,1,1,0,0,1,0,0,1,0,0
0,3,105,315,3,26.25,1,0,1,1,1,0,0,0,0,0,1
0,10,26,260,2,8.666666666666666,1,0,1,0,0,1,0,0,0,0,0
1,5,45,225,1,22.5,1,0,0,0,0,0,1,0,0,0,0
0,48,26,1248,2,8.666666666666666,1,1,1,0,0,0,0,0,1,0,0
1,7,65,455,3,16.25,0,0,1,1,1,0,1,0,0,0,0
0,44,49,2156,1,24.5,0,0,0,0,0,0,0,0,1,0,0
0,4,77,308,2,25.666666666666668,0,0,1,0,0,0,1,0,0,0,1
0,37,99,3663,2,33.0,1,0,1,0,1,0,0,0,1,0,1
0,13,19,247,2,6.333333333333333,0,0,1,0,0,0,1,1,0,0,0
0,39,59,2301,3,14.75,0,0,1,1,1,1,0,0,1,0,0
0,42,56,2352,2,18.666666666666668,1,0,1,0,0,0,0,0,1,0,0
0,46,105,4830,2,35.0,0,1,1,0,0,0,0,0,1,0,1
0,16,56,896,3,14.0,1,1,1,1,1,0,0,1,0,0,0
0,54,46,2484,1,23.0,1,1,0,0,1,0,1,0,0,1,0
0,33,66,2178,3,16.5,1,0,1,1,0,0,0,0,1,0,0
0,22,51,1122,2,17.0,0,0,0,1,1,0,1,1,0,0,0
0,35,89,3115,2,29.666666666666668,1,0,1,0,0,0,1,0,1,0,0
0,4,21,84,2,7.0,0,0,1,0,0,0,0,0,0,0,1
0,36,21,756,2,7.0,1,0,1,0,1,1,0,0,1,0,0
0,25,54,1350,2,18.0,1,1,1,0,1,0,0,0,1,0,0
0,3,71,213,3,17.75,0,0,1,1,1,0,0,0,0,0,0
0,22,101,2222,3,25.25,1,0,1,1,1,0,0,1,0,0,1
0,16,101,1616,2,33.666666666666664,0,1,1,0,0,1,0,1,0,0,0
1,50,107,5350,2,35.666666666666664,0,0,1,0,1,1,0,0,0,1,0
0,10,21,210,3,5.25,0,0,1,1,1,0,0,0,0,0,0
0,25,74,1850,3,18.5,0,0,1,1,0,0,1,0,1,0,1
1,32,96,3072,3,24.0,1,0,1,1,1,1,0,0,1,0,1
0,63,19,1197,2,6.333333333333333,0,1,1,0,0,1,0,0,0,1,0
0,5,49,245,2,16.333333333333332,1,1,1,0,1,0,0,0,0,0,0
1,44,30,1320,1,15.0,1,0,0,0,0,1,0,0,1,0,1
1,16,96,1536,3,24.0,0,0,1,1,0,1,0,1,0,0,1
0,30,106,3180,3,26.5,0,0,1,1,1,0,1,0,1,0,0
0,55,45,2475,3,11.25,0,0,1,1,0,0,1,0,0,1,0
1,61,65,3965,2,21.666666666666668,0,1,1,0,0,1,0,0,0,1,0
0,1,20,20,2,6.666666666666667,1,1,1,0,1,0,0,0,0,0,1
0,54,94,5076,2,31.333333333333332,0,0,1,0,1,1,0,0,0,1,0
0,10,70,700,2,23.333333333333332,1,0,1,0,0,1,0,0,0,0,1
0,40,55,2200,3,13.75,1,1,1,1,1,1,0,0,1,0,1
0,51,79,4029,3,19.75,0,1,1,1,1,1,0,0,0,1,0
0,64,99,6336,2,33.0,1,0,1,0,0,0,0,0,0,1,0
0,72,26,1872,3,6.5,1,0,1,1,1,1,0,0,0,1,0
0,53,20,1060,3,5.0,0,1,1,1,1,1,0,0,0,1,0
0,3,25,75,1,12.5,1,0,0,0,1,1,0,0,0,0,1
1,1,70,70,2,23.333333333333332,1,0,1,0,0,0,0,0,0,0,0
0,13,84,1092,3,21.0,1,1,1,1,1,1,0,1,0,0,1
0,39,51,1989,1,25.5,0,0,0,0,0,0,0,0,1,0,1
0,9,78,702,2,26.0,0,0,1,0,1,0,0,0,0,0,1
0,22,25,550,3,6.25,1,0,1,1,0,0,1,1,0,0,0
1,54,99,5346,2,33.0,1,0,1,0,0,0,0,0,0,1,0
0,29,36,1044,1,18.0,1,0,0,0,1,0,0,0,1,0,0
0,72,118,8496,3,29.5,1,0,1,1,0,0,1,0,0,1,1
0,72,80,5760,2,26.666666666666668,1,0,1,0,1,0,0,0,0,1,0
0,47,110,5170,2,36.666666666666664,1,0,1,0,0,0,0,0,1,0,1
0,28,50,1400,3,12.5,0,1,1,1,1,0,0,0,1,0,0
0,3,30,90,2,10.0,1,0,0,1,1,0,0,0,0,0,0
1,50,75,3750,2,25.0,1,1,1,0,1,0,0,0,0,1,0
0,2,95,190,3,23.75,1,0,1,1,0,0,1,0,0,0,1
0,2,71,142,2,23.666666666666668,1,0,1,0,1,0,0,0,0,0,0
0,70,110,7700,2,36.666666666666664,0,0,1,0,0,0,0,0,0,1,1
0,51,87,4437,2,29.0,1,0,1,0,1,0,0,0,0,1,0
1,65,104,6760,2,34.666666666666664,1,0,1,0,0,0,0,0,0,1,0
0,1,91,91,2,30.333333333333332,1,0,1,0,0,1,0,0,0,0,1
0,13,30,390,2,10.0,0,1,0,1,1,0,0,1,0,0,0
0,10,98,980,3,24.5,0,0,1,1,1,0,0,0,0,0,1
0,7,71,497,2,23.666666666666668,0,0,1,0,0,1,0,0,0,0,1
0,3,19,57,3,4.75,1,0,1,1,1,1,0,0,0,0,0
0,46,34,1564,2,11.333333333333334,1,0,0,1,1,0,0,0,1,0,0
0,56,76,4256,3,19.0,1,0,1,1,0,1,0,0,0,1,0
0,61,115,7015,2,38.333333333333336,0,1,1,0,0,0,0,0,0,1,0
0,52,93,4836,2,31.0,1,1,1,0,0,0,1,0,0,1,0
0,41,70,2870,3,17.5,0,0,1,1,0,0,0,0,1,0,1
0,68,26,1768,2,8.666666666666666,0,0,1,0,0,0,0,0,0,1,0
0,41,78,3198,2,26.0,0,1,1,0,1,0,0,0,1,0,0
0,50,70,3500,2,23.333333333333332,1,1,1,0,1,0,0,0,0,1,0
0,71,115,8165,3,28.75,0,0,1,1,1,0,0,0,0,1,0
0,22,83,1826,3,20.75,1,0,1,1,1,1,0,1,0,0,0
0,59,20,1180,2,6.666666666666667,1,1,1,0,0,0,1,0,0,1,0
0,6,70,420,3,17.5,1,1,1,1,0,0,0,0,0,0,0
0,33,24,792,3,6.0,0,1,1,1,0,1,0,0,1,0,1
0,17,24,408,2,8.0,0,1,1,0,0,0,0,1,0,0,1
0,49,60,2940,2,20.0,1,1,1,0,0,1,0,0,0,1,0
1,17,100,1700,2,33.333333333333336,1,0,1,0,0,0,0,1,0,0,1
0,15,65,975,3,16.25,1,1,1,1,1,0,0,1,0,0,0
0,8,20,160,3,5.0,1,1,1,1,1,0,0,0,0,0,0
0,22,65,1430,2,21.666666666666668,1,0,1,0,1,0,0,1,0,0,0
0,51,25,1275,2,8.333333333333334,1,1,1,0,1,0,0,0,0,1,0
0,43,92,3956,2,30.666666666666668,0,0,1,0,1,0,0,0,1,0,0
0,3,25,75,1,12.5,1,0,0,0,0,0,0,0,0,0,0
1,48,104,4992,3,26.0,0,1,1,1,1,1,0,0,1,0,0
0,34,61,2074,3,15.25,0,1,1,1,0,0,1,0,1,0,0
1,41,112,4592,2,37.333333333333336,1,1,1,0,0,1,0,0,1,0,1
0,67,112,7504,3,28.0,0,1,1,1,1,1,0,0,0,1,0
0,19,76,1444,2,25.333333333333332,0,1,1,0,0,0,1,1,0,0,0
0,63,100,6300,2,33.333333333333336,0,1,1,0,0,0,0,0,0,1,0
0,18,85,1530,3,21.25,0,0,1,1,1,0,0,1,0,0,1
0,1,21,21,2,7.0,0,0,1,0,0,0,0,0,0,0,0
0,11,94,1034,3,23.5,0,0,1,1,1,0,1,0,0,0,1
0,30,90,2700,2,30.0,1,0,1,0,0,0,0,0,1,0,0
0,23,75,1725,3,18.75,1,0,1,1,1,0,0,1,0,0,1
0,52,105,5460,3,26.25,0,0,1,1,0,0,1,0,0,1,1
0,13,20,260,3,5.0,1,1,1,1,0,1,0,1,0,0,0
0,54,63,3402,2,21.0,1,1,1,0,0,0,0,0,0,1,0
0,1,48,48,3,12.0,1,0,1,1,1,0,1,0,0,0,0
0,68,84,5712,2,28.0,0,1,1,0,0,0,0,0,0,1,0
0,3,64,192,2,21.333333333333332,1,0,1,0,0,0,0,0,0,0,0
0,1,68,68,2,22.666666666666668,1,1,1,0,1,1,0,0,0,0,1
0,34,63,2142,2,21.0,0,0,1,0,0,0,0,0,1,0,1
0,49,66,3234,3,16.5,1,0,1,1,1,0,0,0,0,1,0
0,23,20,460,2,6.666666666666667,0,1,1,0,0,0,0,1,0,0,0
0,46,85,3910,2,28.333333333333332,0,1,1,0,0,1,0,0,1,0,0
0,50,108,5400,3,27.0,1,1,1,1,1,0,1,0,0,1,0
0,1,45,45,2,15.0,1,0,0,1,1,0,0,0,0,0,1
0,24,80,1920,3,20.0,1,0,1,1,1,0,0,1,0,0,0
0,68,115,7820,2,38.333333333333336,1,1,1,0,0,0,0,0,0,1,0
0,31,21,651,3,5.25,0,0,1,1,1,0,0,0,1,0,0
0,64,50,3200,1,25.0,0,1,0,0,0,0,0,0,0,1,0
0,14,87,1218,2,29.0,0,1,1,0,1,0,0,1,0,0,1
0,59,52,3068,2,17.333333333333332,1,0,0,1,0,0,0,0,0,1,0
0,72,91,6552,2,30.333333333333332,1,1,1,0,0,1,0,0,0,1,0
0,4,98,392,2,32.666666666666664,0,1,1,0,0,0,0,0,0,0,1
0,32,84,2688,2,28.0,0,0,1,0,0,1,0,0,1,0,1
1,48,91,4368,2,30.333333333333332,1,0,1,0,1,1,0,0,1,0,0
0,72,110,7920,3,27.5,1,0,1,1,1,0,1,0,0,1,0
0,3,90,270,3,22.5,1,1,1,1,1,0,0,0,0,0,0
0,72,96,6912,2,32.0,0,1,1,0,0,1,0,0,0,1,0
0,18,84,1512,2,28.0,1,0,1,0,1,0,1,1,0,0,0
1,72,63,4536,1,31.5,1,0,0,0,0,0,0,0,0,1,0
1,32,86,2752,2,28.666666666666668,0,0,1,0,1,0,1,0,1,0,1
1,13,82,1066,2,27.333333333333332,0,0,1,0,0,0,0,1,0,0,1
0,7,30,210,1,15.0,0,1,0,0,0,1,0,0,0,0,0
0,6,56,336,3,14.0,0,1,1,1,1,0,1,0,0,0,1
0,4,55,220,3,13.75,0,0,1,1,1,0,0,0,0,0,0
0,13,20,260,3,5.0,0,1,1,1,1,0,0,1,0,0,0
0,64,104,6656,3,26.0,1,0,1,1,0,0,1,0,0,1,0
0,17,70,1190,3,17.5,0,0,1,1,0,0,1,1,0,0,0
0,40,51,2040,2,17.0,0,1,0,1,1,1,0,0,1,0,0
0,11,51,561,1,25.5,0,1,0,0,0,0,1,0,0,0,0
0,5,20,100,2,6.666666666666667,1,0,1,0,1,0,0,0,0,0,0
0,23,86,1978,2,28.666666666666668,0,1,1,0,1,0,0,1,0,0,0
0,68,77,5236,3,19.25,1,0,1,1,1,0,1,0,0,1,0
0,1,79,79,3,19.75,0,0,1,1,0,0,1,0,0,0,0
0,72,88,6336,2,29.333333333333332,1,1,1,0,1,0,0,0,0,1,0
0,57,41,2337,2,13.666666666666666,0,0,0,1,1,0,0,0,0,1,0
1,60,116,6960,2,38.666666666666664,0,0,1,0,0,1,0,0,0,1,0
1,6,45,270,2,15.0,1,0,1,0,0,0,0,0,0,0,0
0,55,90,4950,3,22.5,1,1,1,1,1,1,0,0,0,1,0
1,72,110,7920,2,36.666666666666664,0,0,1,0,0,0,1,0,0,1,0
0,70,68,4760,2,22.666666666666668,1,0,1,0,0,0,0,0,0,1,0
0,17,89,1513,3,22.25,1,1,1,1,1,0,0,1,0,0,1
0,9,60,540,3,15.0,1,0,1,1,1,0,0,0,0,0,0
0,51,60,3060,3,15.0,1,1,1,1,1,0,0,0,0,1,0
0,67,70,4690,3,17.5,0,1,1,1,1,1,0,0,0,1,0
0,1,76,76,2,25.333333333333332,0,0,1,0,0,0,0,0,0,0,1
0,3,25,75,2,8.333333333333334,0,0,0,1,0,1,0,0,0,0,1
0,6,51,306,1,25.5,0,0,0,0,1,0,0,0,0,0,0
0,10,66,660,2,22.0,0,1,1,0,1,0,0,0,0,0,0
0,21,86,1806,2,28.666666666666668,0,0,1,0,0,1,0,1,0,0,0
0,13,94,1222,2,31.333333333333332,0,0,1,0,0,0,1,1,0,0,1
0,51,75,3825,2,25.0,1,0,1,0,0,0,0,0,0,1,0
0,71,20,1420,2,6.666666666666667,0,1,1,0,0,0,0,0,0,1,0
0,1,80,80,2,26.666666666666668,1,0,1,0,0,0,0,0,0,0,1
1,65,99,6435,3,24.75,1,0,1,1,0,1,0,0,0,1,0
0,65,72,4680,2,24.0,1,1,1,0,0,1,0,0,0,1,1
0,64,24,1536,2,8.0,0,0,1,0,0,0,0,0,0,1,0
0,38,71,2698,3,17.75,1,0,1,1,1,0,0,0,1,0,0
0,56,110,6160,2,36.666666666666664,0,0,1,0,0,0,0,0,0,1,0
0,9,69,621,2,23.0,0,1,1,0,1,0,0,0,0,0,0
0,38,20,760,2,6.666666666666667,0,0,1,0,0,1,0,0,1,0,0
0,44,55,2420,2,18.333333333333332,1,1,1,0,1,0,0,0,1,0,0
0,71,80,5680,2,26.666666666666668,1,0,1,0,1,1,0,0,0,1,0
0,57,100,5700,2,33.333333333333336,0,0,1,0,0,0,0,0,0,1,0
0,43,49,2107,2,16.333333333333332,0,0,0,1,1,0,0,0,1,0,1
0,7,87,609,3,21.75,1,0,1,1,0,0,0,0,0,0,1
0,2,80,160,2,26.666666666666668,0,0,1,0,0,1,0,0,0,0,1
0,50,25,1250,2,8.333333333333334,1,0,1,0,1,0,0,0,0,1,0
0,72,83,5976,2,27.666666666666668,0,0,1,0,0,0,0,0,0,1,0
0,13,89,1157,2,29.666666666666668,0,1,1,0,1,0,0,1,0,0,0
0,19,70,1330,2,23.333333333333332,1,0,1,0,0,0,0,1,0,0,0
0,30,21,630,2,7.0,1,1,1,0,1,0,0,0,1,0,0
0,58,106,6148,2,35.333333333333336,0,0,1,0,0,0,0,0,0,1,1
0,7,21,147,2,7.0,1,1,1,0,1,0,0,0,0,0,0
0,55,20,1100,2,6.666666666666667,1,1,1,0,0,0,0,0,0,1,0
0,15,20,300,3,5.0,1,1,1,1,0,0,0,1,0,0,0
0,68,89,6052,3,22.25,1,1,1,1,1,0,0,0,0,1,0
0,54,100,5400,2,33.333333333333336,0,0,1,0,0,0,0,0,0,1,1
0,25,48,1200,2,16.0,0,0,0,1,0,0,0,0,1,0,0
0,1,84,84,2,28.0,0,0,1,0,0,0,0,0,0,0,1
0,72,21,1512,2,7.0,1,0,1,0,0,0,0,0,0,1,0
0,63,72,4536,2,24.0,1,0,1,0,0,0,0,0,0,1,0
0,42,20,840,3,5.0,1,1,1,1,1,1,0,0,1,0,0
1,37,37,1369,1,18.5,1,0,0,0,0,1,0,0,1,0,0
0,4,20,80,3,5.0,0,0,1,1,1,0,0,0,0,0,1
0,13,19,247,3,4.75,1,0,1,1,1,1,0,1,0,0,0
0,3,21,63,3,5.25,0,0,1,1,1,0,0,0,0,0,0
0,1,51,51,2,17.0,0,0,1,0,1,0,1,0,0,0,1
0,68,90,6120,3,22.5,0,0,1,1,1,0,0,0,0,1,0
0,10,60,600,2,20.0,1,0,1,0,0,1,0,0,0,0,0
0,62,81,5022,2,27.0,1,1,1,0,0,0,1,0,0,1,0
0,49,20,980,3,5.0,1,0,1,1,1,0,0,0,0,1,0
0,46,20,920,2,6.666666666666667,1,1,1,0,1,1,0,0,1,0,0
0,52,64,3328,1,32.0,1,0,0,0,0,0,0,0,0,1,0
0,26,82,2132,3,20.5,0,1,1,1,0,0,0,0,1,0,0
0,8,20,160,2,6.666666666666667,0,1,1,0,0,0,1,0,0,0,0
0,2,76,152,2,25.333333333333332,0,0,1,0,0,0,0,0,0,0,1
0,69,20,1380,2,6.666666666666667,0,1,1,0,0,0,0,0,0,1,0
0,4,29,116,2,9.666666666666666,0,0,0,1,0,0,1,0,0,0,0
0,11,76,836,2,25.333333333333332,1,0,1,0,1,0,0,0,0,0,0
1,9,49,441,3,12.25,1,0,1,1,1,0,0,0,0,0,0
0,29,69,2001,2,23.0,0,0,1,0,0,0,1,0,1,0,1
1,60,93,5580,2,31.0,1,1,1,0,0,0,0,0,0,1,0
1,27,31,837,1,15.5,1,0,0,0,0,1,0,0,1,0,1
0,57,20,1140,2,6.666666666666667,1,1,1,0,0,0,0,0,0,1,0
0,1,74,74,3,18.5,0,1,1,1,0,0,1,0,0,0,1
0,1,92,92,2,30.666666666666668,0,0,1,0,0,0,0,0,0,0,1
1,72,65,4680,2,21.666666666666668,1,1,0,1,1,0,0,0,0,1,0
0,31,91,2821,2,30.333333333333332,0,1,1,0,1,0,0,0,1,0,1
0,52,59,3068,3,14.75,0,0,1,1,1,0,1,0,0,1,0
1,48,59,2832,3,14.75,0,0,1,1,0,0,1,0,1,0,0
0,22,89,1958,2,29.666666666666668,0,0,1,0,0,0,0,1,0,0,1
0,13,75,975,2,25.0,0,0,1,0,0,0,0,1,0,0,1
0,6,80,480,2,26.666666666666668,1,0,1,0,0,0,0,0,0,0,0
0,7,54,378,3,13.5,0,0,1,1,1,1,0,0,0,0,0
0,71,109,7739,3,27.25,0,1,1,1,1,0,0,0,0,1,0
0,3,70,210,2,23.333333333333332,1,1,1,0,0,0,1,0,0,0,1
0,48,64,3072,3,16.0,1,1,1,1,1,0,0,0,1,0,0
0,9,55,495,2,18.333333333333332,1,1,1,0,0,1,0,0,0,0,0
1,7,74,518,3,18.5,1,0,1,1,0,0,1,0,0,0,1
0,18,35,630,1,17.5,0,1,0,0,0,0,0,1,0,0,1
1,11,60,660,2,20.0,1,0,1,0,1,1,0,0,0,0,0
0,9,85,765,2,28.333333333333332,0,0,1,0,1,0,0,0,0,0,0
1,10,79,790,3,19.75,1,0,1,1,1,1,0,0,0,0,1
1,26,85,2210,3,21.25,0,0,1,1,0,0,1,0,1,0,1
0,7,44,308,2,14.666666666666666,1,0,1,0,0,0,1,0,0,0,0
0,46,104,4784,2,34.666666666666664,0,0,1,0,0,0,0,0,1,0,0
0,27,26,702,2,8.666666666666666,1,1,1,0,0,0,1,0,1,0,0
0,1,70,70,2,23.333333333333332,1,0,1,0,1,0,0,0,0,0,1
1,40,56,2240,1,28.0,0,0,0,0,0,0,0,0,1,0,1
0,49,75,3675,2,25.0,1,1,1,0,0,0,1,0,0,1,1
0,68,108,7344,3,27.0,1,0,1,1,0,0,1,0,0,1,1
0,18,58,1044,2,19.333333333333332,0,1,1,0,0,0,0,1,0,0,0
1,28,106,2968,3,26.5,0,0,1,1,1,1,0,0,1,0,1
0,72,101,7272,2,33.666666666666664,0,0,1,0,0,1,0,0,0,1,0
0,62,85,5270,2,28.333333333333332,0,0,1,0,1,1,0,0,0,1,0
0,34,25,850,2,8.333333333333334,0,1,1,0,0,0,0,0,1,0,0
0,46,56,2576,2,18.666666666666668,0,0,1,0,1,0,0,0,1,0,0
0,31,82,2542,2,27.333333333333332,1,0,1,0,0,0,0,0,1,0,0
0,27,100,2700,3,25.0,1,0,1,1,1,0,1,0,1,0,0
0,30,54,1620,3,13.5,1,1,1,1,1,0,0,0,1,0,0
0,11,86,946,2,28.666666666666668,1,1,1,0,1,0,1,0,0,0,0
1,46,110,5060,2,36.666666666666664,0,0,1,0,0,1,0,0,1,0,1
0,44,50,2200,3,12.5,0,0,1,1,1,0,0,0,1,0,0
0,42,68,2856,3,17.0,0,0,1,1,0,0,0,0,1,0,0
0,18,50,900,3,12.5,1,0,1,1,1,0,0,1,0,0,1
0,50,19,950,3,4.75,0,0,1,1,0,1,0,0,0,1,0
0,7,51,357,3,12.75,0,1,1,1,1,0,0,0,0,0,0
0,66,90,5940,2,30.0,0,1,1,0,0,0,0,0,0,1,0
0,26,46,1196,1,23.0,0,1,0,0,0,0,0,0,1,0,0
0,1,69,69,2,23.0,1,0,1,0,0,1,0,0,0,0,1
0,67,93,6231,2,31.0,1,0,1,0,0,0,0,0,0,1,0
0,26,100,2600,3,25.0,0,0,1,1,0,0,0,0,1,0,0
0,52,95,4940,2,31.666666666666668,0,0,1,0,0,0,0,0,0,1,0
0,12,77,924,2,25.666666666666668,0,1,1,0,0,0,0,0,0,0,0
1,10,73,730,3,18.25,1,0,1,1,1,0,0,0,0,0,1
0,1,44,44,2,14.666666666666666,0,0,1,0,1,0,0,0,0,0,0
1,47,67,3149,2,22.333333333333332,0,0,1,0,0,0,1,0,1,0,0
0,57,90,5130,3,22.5,1,0,1,1,1,0,0,0,0,1,0
0,1,71,71,2,23.666666666666668,0,0,1,0,0,1,0,0,0,0,1
1,72,114,8208,3,28.5,1,0,1,1,1,0,0,0,0,1,0
1,45,34,1530,1,17.0,0,0,0,0,1,1,0,0,1,0,0
0,38,20,760,3,5.0,0,0,1,1,1,0,0,0,1,0,0
